"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","obs_AC_trials","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","p_step2_keyresp.rt","p_step2_keyresp.duration","obs_instructions_1_key.keys","obs_instructions_1_key.rt","obs_instructions_1_key.duration","obs_instructions_2_key.keys","obs_instructions_2_key.rt","obs_instructions_2_key.duration","obs_stim_left","obs_stim_right","obs_step1_key","obs_step1_RT","obs_step2_forest","obs_step2_basket","obs_step2_RT","obs_mult","obs_points","obs_score","obs_AC_flag","obs_AC_step1_flag","obs_AC_step2_flag","obs_AC_mistake_flag","obs_AC_no_answer_flag","obs_AC_step2_no_answer_flag","obs_AC_counter","good_answer","obs_attention_check_fail","obs.thisRepN","obs.thisTrialN","obs.thisN","obs.thisIndex","obs.ran","obs_attention_check_step2_keyresp.keys","obs_attention_check_step1_keyresp.keys","obs_attention_check_step1_keyresp.rt","obs_attention_check_step1_keyresp.duration","obs_attention_check_step2_keyresp.rt","obs_attention_check_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","t_recording.started","t_recording.stopped","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","passed_attention_check_loop.thisRepN","passed_attention_check_loop.thisTrialN","passed_attention_check_loop.thisN","passed_attention_check_loop.thisIndex","passed_attention_check_loop.ran","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim4.png","ressources/step1_stim7.png","s",0.7119,"ressources/step2_background2.png","ressources/step2_stim1.png",0.3055,1,3,3590,0,0,0,0,0,0,7,"s",3,72,0,72,0,1,"","",,,,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim8.png","ressources/step1_stim2.png","s",0.8317,"ressources/step2_background2.png","ressources/step2_stim1.png",0.2616,5,15,3605,0,0,0,0,0,0,7,"k",3,73,0,73,0,1,"","",,,,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim4.png","ressources/step1_stim7.png","s",0.8055,"ressources/step2_background2.png","ressources/step2_stim1.png",0.3422,1,3,3608,1,1,0,0,0,0,8,"s",3,74,0,74,0,1,"","s",1.6686,,,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim8.png","ressources/step1_stim2.png","s",0.9981,"ressources/step2_background2.png","ressources/step2_stim1.png",0.3043,1,0,3608,0,0,0,0,0,0,8,"s",3,75,0,75,0,1,"","",,,,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim4.png","ressources/step1_stim7.png","s",0.6706,"ressources/step2_background2.png","ressources/step2_stim1.png",0.2635,1,2,3610,0,0,0,0,0,0,8,"s",3,76,0,76,0,1,"","",,,,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim6.png","ressources/step1_stim5.png","s",0.7556,"ressources/step2_background1.png","ressources/step2_stim2.png",0.2893,5,35,3645,0,0,0,0,0,0,8,"k",3,77,0,77,0,1,"","",,,,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim4.png","ressources/step1_stim7.png","s",0.5581,"ressources/step2_background2.png","ressources/step2_stim1.png",0.2963,1,6,3651,1,0,1,0,0,0,9,"k",4,78,0,78,0,1,"s","",,,3.6882,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"ressources/step1_stim2.png","ressources/step1_stim8.png","k",0.6279,"ressources/step2_background2.png","ressources/step2_stim1.png",0.3215,1,9,3660,1,0,1,0,0,0,10,"k",4,79,0,79,0,1,"k","",,,3.5357,,"",,,"",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"space",7.4355,,"space",105.8406,,"",1,"brown_gnome",1,8,"dark_forest","yellow_basket","pink_gnome",1,3,"bright_forest","red_basket",0,1,0,0,"","","",0,-1,0,0,0,0,4,1,,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",2,"orange_gnome",2,8,"dark_forest","yellow_basket","purple_gnome",2,2,"bright_forest","red_basket",0,0,1,0,"orange_gnome","dark_forest","yellow_basket",0,-2,5,0,1,1,5,1,0.4136,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",2,"orange_gnome",2,5,"dark_forest","yellow_basket","purple_gnome",2,0,"bright_forest","red_basket",5,0,0,1,"orange_gnome","dark_forest","yellow_basket",5,-2,2,0,2,2,1,1,0.6381,,"space",0.4538,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",4,"red_gnome",4,2,"bright_forest","red_basket","green_gnome",4,7,"dark_forest","yellow_basket",10,0,0,1,"red_gnome","bright_forest","red_basket",15,-1,1,0,3,3,7,1,1.1253,,"space",0.6808,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",3,"yellow_gnome",3,1,"bright_forest","red_basket","blue_gnome",3,8,"dark_forest","yellow_basket",8,0,0,1,"blue_gnome","dark_forest","yellow_basket",23,-1,-1,0,4,4,2,1,0.2723,,"space",0.3801,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",1,"pink_gnome",1,0,"bright_forest","red_basket","brown_gnome",1,7,"dark_forest","yellow_basket",0,0,0,1,"pink_gnome","bright_forest","red_basket",23,2,-3,0,5,5,4,1,0.6071,,"space",0.5706,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",1,"pink_gnome",1,2,"bright_forest","red_basket","brown_gnome",1,4,"dark_forest","yellow_basket",4,0,0,1,"brown_gnome","dark_forest","yellow_basket",27,2,2,0,6,6,0,1,0.9787,,"space",0.6882,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",2,"orange_gnome",2,6,"dark_forest","yellow_basket","purple_gnome",2,4,"bright_forest","red_basket",20,0,0,1,"purple_gnome","bright_forest","red_basket",47,0,-1,0,7,7,5,1,0.4271,,"space",0.4746,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",2,"purple_gnome",2,4,"bright_forest","red_basket","orange_gnome",2,5,"dark_forest","yellow_basket",20,0,0,1,"purple_gnome","bright_forest","red_basket",67,0,-3,1,0,8,5,1,0.376,,"space",0.5231,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",4,"green_gnome",4,2,"dark_forest","yellow_basket","red_gnome",4,4,"bright_forest","red_basket",4,0,0,1,"red_gnome","bright_forest","red_basket",71,-1,0,1,1,9,3,1,0.491,,"space",1.1084,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",1,"pink_gnome",1,3,"bright_forest","red_basket","brown_gnome",1,2,"dark_forest","yellow_basket",15,0,0,1,"pink_gnome","bright_forest","red_basket",86,-1,1,1,2,10,4,1,0.4905,,"space",0.6747,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",4,"red_gnome",4,2,"bright_forest","red_basket","green_gnome",4,3,"dark_forest","yellow_basket",3,0,0,1,"green_gnome","dark_forest","yellow_basket",89,2,-2,1,3,11,3,1,0.9909,,"space",0.5406,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",1,"pink_gnome",1,4,"bright_forest","red_basket","brown_gnome",1,1,"dark_forest","yellow_basket",20,0,0,1,"pink_gnome","bright_forest","red_basket",109,0,-2,1,4,12,4,1,0.5762,,"space",0.7408,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",454727,1,"2024-11-19_17h29.31.626","experiment","2023.2.3","Win32",60.24096386,"671b9e5546a2a9d3d0530f1b","673c6e3c1bdcd7f14d4497df","673cca68af3aa222351ac091","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",3,"blue_gnome",3,1,"dark_forest","yellow_basket","yellow_gnome",3,4,"bright_forest","red_basket",20,0,0,1,"yellow_gnome","bright_forest","red_basket",129,-1,1,1,5,13,6,1,0.7415,,"space",0.6246,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
