"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","obs_AC_trials","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","obs_instructions_1_key.keys","obs_instructions_1_key.rt","obs_instructions_1_key.duration","obs_instructions_2_key.keys","obs_instructions_2_key.rt","obs_instructions_2_key.duration","obs_stim_left","obs_stim_right","obs_step1_key","obs_step1_RT","obs_step2_forest","obs_step2_basket","obs_step2_RT","obs_mult","obs_points","obs_score","obs_AC_flag","obs_AC_step1_flag","obs_AC_step2_flag","obs_AC_mistake_flag","obs_AC_no_answer_flag","obs_AC_step2_no_answer_flag","obs_AC_counter","good_answer","obs_attention_check_fail","obs.thisRepN","obs.thisTrialN","obs.thisN","obs.thisIndex","obs.ran","obs_attention_check_step2_keyresp.keys","obs_attention_check_step1_keyresp.keys","obs_attention_check_step1_keyresp.rt","obs_attention_check_step1_keyresp.duration","obs_attention_check_step2_keyresp.rt","obs_attention_check_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","t_recording.started","t_recording.stopped","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","passed_attention_check_loop.thisRepN","passed_attention_check_loop.thisTrialN","passed_attention_check_loop.thisN","passed_attention_check_loop.thisIndex","passed_attention_check_loop.ran","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.5879,,"space",0.5547,,3,"brown_gnome",3,2,"bright_forest","yellow_basket","purple_gnome",3,8,"dark_forest","red_basket",8,0,0,1,"purple_gnome","dark_forest","red_basket",3081,-2,-2,24,5,197,2,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.5386,,"space",0.2978,,4,"blue_gnome",4,0,"bright_forest","yellow_basket","red_gnome",4,6,"dark_forest","red_basket",30,0,0,1,"red_gnome","dark_forest","red_basket",3111,1,-1,24,6,198,7,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5144,,"space",0.3043,,2,"pink_gnome",2,5,"dark_forest","red_basket","orange_gnome",2,1,"bright_forest","yellow_basket",25,0,0,1,"pink_gnome","dark_forest","red_basket",3136,2,-1,24,7,199,5,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.6712,,"space",0.5218,,1,"green_gnome",1,4,"dark_forest","red_basket","yellow_gnome",1,3,"bright_forest","yellow_basket",4,0,0,1,"green_gnome","dark_forest","red_basket",3140,-1,-1,25,0,200,0,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5043,,"space",0.3466,,2,"pink_gnome",2,3,"dark_forest","red_basket","orange_gnome",2,2,"bright_forest","yellow_basket",3,0,0,1,"pink_gnome","dark_forest","red_basket",3143,0,3,25,1,201,1,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.4377,,"space",0.2989,,2,"pink_gnome",2,6,"dark_forest","red_basket","orange_gnome",2,2,"bright_forest","yellow_basket",6,0,0,1,"pink_gnome","dark_forest","red_basket",3149,-1,0,25,2,202,1,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5887,,"space",0.3001,,4,"red_gnome",4,6,"dark_forest","red_basket","blue_gnome",4,1,"bright_forest","yellow_basket",6,0,0,1,"red_gnome","dark_forest","red_basket",3155,1,1,25,3,203,3,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.5553,,"space",0.3067,,4,"blue_gnome",4,2,"bright_forest","yellow_basket","red_gnome",4,7,"dark_forest","red_basket",7,0,0,1,"red_gnome","dark_forest","red_basket",3162,0,1,25,4,204,3,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5887,,"space",0.372,,1,"yellow_gnome",1,2,"bright_forest","yellow_basket","green_gnome",1,8,"dark_forest","red_basket",10,0,0,1,"yellow_gnome","bright_forest","yellow_basket",3172,-4,1,25,5,205,4,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5228,,"space",0.2869,,4,"red_gnome",4,9,"dark_forest","red_basket","blue_gnome",4,2,"bright_forest","yellow_basket",9,0,0,1,"red_gnome","dark_forest","red_basket",3181,-1,3,25,6,206,3,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5741,,"space",0.4484,,3,"purple_gnome",3,6,"dark_forest","red_basket","brown_gnome",3,1,"bright_forest","yellow_basket",30,0,0,1,"purple_gnome","dark_forest","red_basket",3211,1,3,25,7,207,6,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.5137,,"space",0.3231,,3,"brown_gnome",3,2,"bright_forest","yellow_basket","purple_gnome",3,9,"dark_forest","red_basket",9,0,0,1,"purple_gnome","dark_forest","red_basket",3220,0,0,26,0,208,2,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5298,,"space",0.3717,,1,"green_gnome",1,9,"dark_forest","red_basket","yellow_gnome",1,2,"bright_forest","yellow_basket",9,0,0,1,"green_gnome","dark_forest","red_basket",3229,0,3,26,1,209,0,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.4619,,"space",0.3383,,4,"blue_gnome",4,2,"bright_forest","yellow_basket","red_gnome",4,6,"dark_forest","red_basket",6,0,0,1,"red_gnome","dark_forest","red_basket",3235,1,1,26,2,210,3,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.4868,,"space",0.3645,,2,"pink_gnome",2,7,"dark_forest","red_basket","orange_gnome",2,3,"bright_forest","yellow_basket",7,0,0,1,"pink_gnome","dark_forest","red_basket",3242,1,1,26,3,211,1,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.537,,"space",0.456,,1,"green_gnome",1,8,"dark_forest","red_basket","yellow_gnome",1,4,"bright_forest","yellow_basket",4,0,0,1,"yellow_gnome","bright_forest","yellow_basket",3246,-1,-1,26,4,212,0,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.4563,,"space",0.3372,,4,"red_gnome",4,7,"dark_forest","red_basket","blue_gnome",4,3,"bright_forest","yellow_basket",35,0,0,1,"red_gnome","dark_forest","red_basket",3281,-2,0,26,5,213,7,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.4646,,"space",0.3032,,4,"red_gnome",4,7,"dark_forest","red_basket","blue_gnome",4,1,"bright_forest","yellow_basket",7,0,0,1,"red_gnome","dark_forest","red_basket",3288,1,-2,26,6,214,3,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.4549,,"space",0.3553,,1,"yellow_gnome",1,2,"bright_forest","yellow_basket","green_gnome",1,5,"dark_forest","red_basket",2,0,0,1,"yellow_gnome","bright_forest","yellow_basket",3290,-2,0,26,7,215,0,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.5042,,"space",0.4392,,2,"pink_gnome",2,5,"dark_forest","red_basket","orange_gnome",2,0,"bright_forest","yellow_basket",5,0,0,1,"pink_gnome","dark_forest","red_basket",3295,1,0,27,0,216,1,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.4709,,"space",0.339,,2,"orange_gnome",2,1,"bright_forest","yellow_basket","pink_gnome",2,5,"dark_forest","red_basket",5,0,0,1,"pink_gnome","dark_forest","red_basket",3300,-3,2,27,1,217,1,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",288015,1,"2024-11-19_12h44.50.830","experiment","2023.2.3","MacIntel",60.24096386,"5e61bb870eff2e07fed271de","673c6e3c1bdcd7f14d4497df","673ccde9ab8e3f059bf53ada","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.5708,,"space",0.4864,,2,"orange_gnome",2,2,"bright_forest","yellow_basket","pink_gnome",2,7,"dark_forest","red_basket",7,0,0,1,"pink_gnome","dark_forest","red_basket",3307,4,-2,27,2,218,1,1,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
