"stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_step1_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,"",,,"",3,"brown_gnome",3,9,"bright_forest","yellow_basket","orange_gnome",3,6,"dark_forest","red_basket",0,1,0,0,"","","",0,0,-1,9,7,79,6,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,9,"bright_forest","yellow_basket","blue_gnome",4,5,"dark_forest","red_basket",0,1,0,0,"","","",0,1,1,10,0,80,7,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"green_gnome",2,6,"dark_forest","red_basket","purple_gnome",2,8,"bright_forest","yellow_basket",0,1,0,0,"","","",0,-2,1,10,1,81,1,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"pink_gnome",1,6,"bright_forest","yellow_basket","red_gnome",1,7,"dark_forest","red_basket",0,1,0,0,"","","",0,-2,1,10,2,82,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,"",,,"",3,"brown_gnome",3,4,"bright_forest","yellow_basket","orange_gnome",3,8,"dark_forest","red_basket",0,1,0,0,"","","",0,0,4,10,3,83,2,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,4,"bright_forest","yellow_basket","blue_gnome",4,6,"dark_forest","red_basket",0,1,0,0,"","","",0,0,-3,10,4,84,7,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,3,"dark_forest","red_basket","pink_gnome",1,4,"bright_forest","yellow_basket",0,1,0,0,"","","",0,0,-1,10,5,85,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,4,"bright_forest","yellow_basket","blue_gnome",4,2,"dark_forest","red_basket",0,1,0,0,"","","",0,1,-1,10,6,86,7,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"purple_gnome",2,5,"bright_forest","yellow_basket","green_gnome",2,1,"dark_forest","red_basket",0,1,0,0,"","","",0,-1,-2,10,7,87,1,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"pink_gnome",1,4,"bright_forest","yellow_basket","red_gnome",1,1,"dark_forest","red_basket",0,1,0,0,"","","",0,1,0,11,0,88,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,5,"bright_forest","yellow_basket","blue_gnome",4,1,"dark_forest","red_basket",0,1,0,0,"","","",0,2,2,11,1,89,7,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,"",,,"",3,"orange_gnome",3,3,"dark_forest","red_basket","brown_gnome",3,7,"bright_forest","yellow_basket",0,1,0,0,"","","",0,0,-1,11,2,90,6,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,7,"bright_forest","yellow_basket","blue_gnome",4,2,"dark_forest","red_basket",0,1,0,0,"","","",0,1,1,11,3,91,7,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"s",2,"green_gnome",2,3,"dark_forest","red_basket","purple_gnome",2,8,"bright_forest","yellow_basket",15,0,0,1,"green_gnome","dark_forest","red_basket",15,1,-2,11,4,92,5,1,"",,,1.3399,,"space",0.1063,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"k",2,"green_gnome",2,1,"dark_forest","red_basket","purple_gnome",2,9,"bright_forest","yellow_basket",9,0,0,1,"purple_gnome","bright_forest","yellow_basket",24,-1,1,11,5,93,1,1,"",,,0.3824,,"space",0.7252,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,"",,,"k",3,"orange_gnome",3,2,"dark_forest","red_basket","brown_gnome",3,8,"bright_forest","yellow_basket",0,0,1,0,"brown_gnome","bright_forest","yellow_basket",24,0,-4,11,6,94,2,1,"",,,0.3273,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"k",4,"blue_gnome",4,2,"dark_forest","red_basket","yellow_gnome",4,8,"bright_forest","yellow_basket",0,0,1,0,"yellow_gnome","bright_forest","yellow_basket",24,0,-2,11,7,95,3,1,"",,,0.3084,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"green_gnome",2,0,"dark_forest","red_basket","purple_gnome",2,8,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",24,-1,-1,12,0,96,5,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"k",1,"red_gnome",1,1,"dark_forest","red_basket","pink_gnome",1,7,"bright_forest","yellow_basket",0,0,1,0,"pink_gnome","bright_forest","yellow_basket",24,3,1,12,1,97,4,1,"",,,0.6247,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,"",,,"k",3,"brown_gnome",3,8,"bright_forest","yellow_basket","orange_gnome",3,2,"dark_forest","red_basket",2,0,0,1,"orange_gnome","dark_forest","red_basket",26,3,1,12,2,98,2,1,"",,,0.1897,,"space",0.1246,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"k",4,"yellow_gnome",4,7,"bright_forest","yellow_basket","blue_gnome",4,3,"dark_forest","red_basket",15,0,0,1,"blue_gnome","dark_forest","red_basket",41,1,-1,12,3,99,7,1,"",,,0.5224,,"space",0.0391,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"k",4,"blue_gnome",4,2,"dark_forest","red_basket","yellow_gnome",4,8,"bright_forest","yellow_basket",0,0,1,0,"yellow_gnome","bright_forest","yellow_basket",41,0,-1,12,4,100,7,1,"",,,0.289,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,1,"dark_forest","red_basket","pink_gnome",1,8,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",41,-1,1,12,5,101,4,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,2,"dark_forest","red_basket","pink_gnome",1,7,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",41,-2,1,12,6,102,4,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"green_gnome",2,3,"dark_forest","red_basket","purple_gnome",2,5,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",41,-4,1,12,7,103,5,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"green_gnome",2,4,"dark_forest","red_basket","purple_gnome",2,1,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",41,2,-2,13,0,104,1,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
