"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_step2_keyresp.rt","p_step2_keyresp.duration","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",2,"green_gnome",2,2,"bright_forest","red_basket","pink_gnome",2,8,"dark_forest","yellow_basket",8,0,0,1,"pink_gnome","dark_forest","yellow_basket",816,-2,0,42,2,170,1,1,0.6617,,"space",0.3473,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"pink_gnome",2,8,"dark_forest","yellow_basket","green_gnome",2,0,"bright_forest","red_basket",8,0,0,1,"pink_gnome","dark_forest","yellow_basket",824,-2,-2,42,3,171,1,1,0.6135,,"space",0.3749,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",4,"purple_gnome",4,6,"dark_forest","yellow_basket","blue_gnome",4,2,"bright_forest","red_basket",6,0,0,1,"purple_gnome","dark_forest","yellow_basket",830,0,3,43,0,172,3,1,0.7446,,"space",0.3902,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1,"brown_gnome",1,9,"dark_forest","yellow_basket","orange_gnome",1,2,"bright_forest","red_basket",9,0,0,1,"brown_gnome","dark_forest","yellow_basket",839,2,2,43,1,173,0,1,0.8298,,"space",0.3572,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",3,"red_gnome",3,4,"bright_forest","red_basket","yellow_gnome",3,7,"dark_forest","yellow_basket",7,0,0,1,"yellow_gnome","dark_forest","yellow_basket",846,3,2,43,2,174,2,1,0.9464,,"space",0.4411,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1,"brown_gnome",1,9,"dark_forest","yellow_basket","orange_gnome",1,7,"bright_forest","red_basket",9,0,0,1,"brown_gnome","dark_forest","yellow_basket",855,-1,0,43,3,175,0,1,0.5818,,"space",0.3593,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",4,"blue_gnome",4,6,"bright_forest","red_basket","purple_gnome",4,9,"dark_forest","yellow_basket",9,0,0,1,"purple_gnome","dark_forest","yellow_basket",864,-4,1,44,0,176,3,1,0.9282,,"space",0.3561,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",4,"purple_gnome",4,8,"dark_forest","yellow_basket","blue_gnome",4,2,"bright_forest","red_basket",8,0,0,1,"purple_gnome","dark_forest","yellow_basket",872,3,0,44,1,177,3,1,0.6443,,"space",0.4072,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1,"orange_gnome",1,5,"bright_forest","red_basket","brown_gnome",1,8,"dark_forest","yellow_basket",8,0,0,1,"brown_gnome","dark_forest","yellow_basket",880,3,-1,44,2,178,0,1,0.6121,,"space",0.4414,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",4,"purple_gnome",4,7,"dark_forest","yellow_basket","blue_gnome",4,8,"bright_forest","red_basket",7,0,0,1,"purple_gnome","dark_forest","yellow_basket",887,2,1,44,3,179,3,1,0.4948,,"space",0.9742,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",3,"yellow_gnome",3,8,"dark_forest","yellow_basket","red_gnome",3,8,"bright_forest","red_basket",8,0,0,1,"red_gnome","bright_forest","red_basket",895,-3,1,45,0,180,2,1,0.6449,,"space",0.7609,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1,"orange_gnome",1,5,"bright_forest","red_basket","brown_gnome",1,9,"dark_forest","yellow_basket",5,0,0,1,"orange_gnome","bright_forest","red_basket",900,0,-1,45,1,181,0,1,0.4469,,"space",0.4414,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",2,"green_gnome",2,5,"bright_forest","red_basket","pink_gnome",2,8,"dark_forest","yellow_basket",8,0,0,1,"pink_gnome","dark_forest","yellow_basket",908,1,-1,45,2,182,1,1,0.6609,,"space",0.342,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",3,"red_gnome",3,6,"bright_forest","red_basket","yellow_gnome",3,7,"dark_forest","yellow_basket",6,0,0,1,"red_gnome","bright_forest","red_basket",914,1,0,45,3,183,2,1,0.4101,,"space",0.4421,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1,"orange_gnome",1,7,"bright_forest","red_basket","brown_gnome",1,7,"dark_forest","yellow_basket",7,0,0,1,"brown_gnome","dark_forest","yellow_basket",921,2,2,46,0,184,0,1,0.61,,"space",0.562,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"pink_gnome",2,9,"dark_forest","yellow_basket","green_gnome",2,9,"bright_forest","red_basket",9,0,0,1,"pink_gnome","dark_forest","yellow_basket",930,-1,-1,46,1,185,1,1,0.4621,,"space",0.4223,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",4,"blue_gnome",4,8,"bright_forest","red_basket","purple_gnome",4,8,"dark_forest","yellow_basket",8,0,0,1,"purple_gnome","dark_forest","yellow_basket",938,-2,-1,46,2,186,3,1,0.5446,,"space",0.3408,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",4,"blue_gnome",4,6,"bright_forest","red_basket","purple_gnome",4,7,"dark_forest","yellow_basket",6,0,0,1,"blue_gnome","bright_forest","red_basket",944,4,-3,46,3,187,3,1,0.3252,,"space",0.3744,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",3,"yellow_gnome",3,4,"dark_forest","yellow_basket","red_gnome",3,8,"bright_forest","red_basket",8,0,0,1,"red_gnome","bright_forest","red_basket",952,0,2,47,0,188,2,1,0.5442,,"space",0.3436,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"green_gnome",2,8,"bright_forest","red_basket","pink_gnome",2,6,"dark_forest","yellow_basket",8,0,0,1,"green_gnome","bright_forest","red_basket",960,-1,3,47,1,189,1,1,0.5472,,"space",0.4103,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,9,"dark_forest","yellow_basket",7,0,0,1,"red_gnome","bright_forest","red_basket",967,-1,2,47,2,190,2,1,0.6276,,"space",0.3626,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",4,"purple_gnome",4,7,"dark_forest","yellow_basket","blue_gnome",4,6,"bright_forest","red_basket",6,0,0,1,"blue_gnome","bright_forest","red_basket",973,0,1,47,3,191,3,1,0.6428,,"space",0.4086,,"space",5.9494,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"green_gnome",2,6,"bright_forest","red_basket","pink_gnome",2,8,"dark_forest","yellow_basket",6,0,0,1,"green_gnome","bright_forest","red_basket",979,0,0,48,0,192,1,1,0.644,,"space",0.6596,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
