stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_step2_keyresp.rt,p_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimUp,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimUp_index,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_fixation_cross.started,pl2_fixation_cross.stopped,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_stimUp,pl2_task_stimLeftBg,pl2_task_stimLeft,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,pl3_instructions_keyresp.keys,pl3_instructions_keyresp.rt,pl3_instructions_keyresp.duration,pl3_task_lickert.response,pl3_task_lickert.rt,pl3_task_keyresp.keys,pl3_task_keyresp.rt,pl3_task_keyresp.duration,pl3_task_confidence_lickert.response,pl3_task_confidence_lickert.rt,pl3_task_stimLeftBg,pl3_task_stimRightBg,pl3_task_stimLeft,pl3_task_stimRight,pl3_loop.thisRepN,pl3_loop.thisTrialN,pl3_loop.thisN,pl3_loop.thisIndex,pl3_loop.ran,pl4_instructions_keyresp.keys,pl4_instructions_keyresp.rt,pl4_instructions_keyresp.duration,pl4_task_lickert.response,pl4_task_lickert.rt,pl4_task_keyresp.keys,pl4_task_keyresp.rt,pl4_task_keyresp.duration,pl4_task_confidence_lickert.response,pl4_task_confidence_lickert.rt,pl4_task_stimLeft,pl4_task_stimRight,pl4_loop.thisRepN,pl4_loop.thisTrialN,pl4_loop.thisN,pl4_loop.thisIndex,pl4_loop.ran,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.4093,,space,0.5355,,1,green_gnomes,1,5,dark_forest,yellow_basket,purple_gnome,1,8,bright_forest,red_basket,8,0,0,1,purple_gnome,bright_forest,red_basket,643,2,-2,60,0,120,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.4127,,space,0.3136,,1,purple_gnome,1,8,bright_forest,red_basket,green_gnomes,1,3,dark_forest,yellow_basket,3,0,0,1,green_gnomes,dark_forest,yellow_basket,646,-2,0,60,1,121,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.3308,,space,0.3031,,1,green_gnomes,1,3,dark_forest,yellow_basket,purple_gnome,1,6,bright_forest,red_basket,6,0,0,1,purple_gnome,bright_forest,red_basket,652,2,2,61,0,122,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,k,0.3999,,space,0.3813,,2,red_gnome,2,5,dark_forest,yellow_basket,brown_gnome,2,8,bright_forest,red_basket,8,0,0,1,brown_gnome,bright_forest,red_basket,660,1,0,61,1,123,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,0.3616,,space,0.5141,,1,purple_gnome,1,9,bright_forest,red_basket,green_gnomes,1,5,dark_forest,yellow_basket,9,0,0,1,purple_gnome,bright_forest,red_basket,669,-2,1,62,0,124,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.5075,,space,0.2947,,2,red_gnome,2,6,dark_forest,yellow_basket,brown_gnome,2,7,bright_forest,red_basket,6,0,0,1,red_gnome,dark_forest,yellow_basket,675,0,2,62,1,125,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.4454,,space,0.5522,,1,green_gnomes,1,8,dark_forest,yellow_basket,purple_gnome,1,7,bright_forest,red_basket,7,0,0,1,purple_gnome,bright_forest,red_basket,682,-1,0,63,0,126,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,k,0.7074,,space,0.7025,,2,red_gnome,2,8,dark_forest,yellow_basket,brown_gnome,2,6,bright_forest,red_basket,6,0,0,1,brown_gnome,bright_forest,red_basket,688,1,0,63,1,127,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.2965,,,,,1,purple_gnome,1,7,bright_forest,red_basket,green_gnomes,1,8,dark_forest,yellow_basket,0,0,1,0,green_gnomes,dark_forest,yellow_basket,688,-1,1,64,0,128,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,k,0.3649,,space,0.3518,,2,brown_gnome,2,6,bright_forest,red_basket,red_gnome,2,9,dark_forest,yellow_basket,9,0,0,1,red_gnome,dark_forest,yellow_basket,697,-3,-3,64,1,129,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.3926,,space,0.477,,1,green_gnomes,1,6,dark_forest,yellow_basket,purple_gnome,1,3,bright_forest,red_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,700,0,0,65,0,130,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,0.6118,,space,0.5311,,1,purple_gnome,1,3,bright_forest,red_basket,green_gnomes,1,6,dark_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,703,-4,0,65,1,131,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.3456,,space,0.5111,,2,red_gnome,2,6,dark_forest,yellow_basket,brown_gnome,2,1,bright_forest,red_basket,6,0,0,1,red_gnome,dark_forest,yellow_basket,709,4,-1,66,0,132,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,0.5291,,space,0.6321,,1,green_gnomes,1,5,dark_forest,yellow_basket,purple_gnome,1,5,bright_forest,red_basket,5,0,0,1,green_gnomes,dark_forest,yellow_basket,714,-1,-2,66,1,133,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,1.1596,,space,0.5668,,1,green_gnomes,1,3,dark_forest,yellow_basket,purple_gnome,1,4,bright_forest,red_basket,4,0,0,1,purple_gnome,bright_forest,red_basket,718,-2,2,67,0,134,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,0.3464,,space,0.3933,,1,green_gnomes,1,5,dark_forest,yellow_basket,purple_gnome,1,2,bright_forest,red_basket,5,0,0,1,green_gnomes,dark_forest,yellow_basket,723,1,-2,67,1,135,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.5117,,space,0.3635,,2,red_gnome,2,3,dark_forest,yellow_basket,brown_gnome,2,3,bright_forest,red_basket,3,0,0,1,red_gnome,dark_forest,yellow_basket,726,2,-1,68,0,136,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.5576,,space,0.2758,,2,red_gnome,2,2,dark_forest,yellow_basket,brown_gnome,2,5,bright_forest,red_basket,2,0,0,1,red_gnome,dark_forest,yellow_basket,728,3,0,68,1,137,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.5961,,space,0.5478,,2,red_gnome,2,2,dark_forest,yellow_basket,brown_gnome,2,8,bright_forest,red_basket,2,0,0,1,red_gnome,dark_forest,yellow_basket,730,1,2,69,0,138,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.73,,space,0.3147,,2,brown_gnome,2,9,bright_forest,red_basket,red_gnome,2,4,dark_forest,yellow_basket,9,0,0,1,brown_gnome,bright_forest,red_basket,739,4,-3,69,1,139,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.3637,,space,0.5018,,2,red_gnome,2,1,dark_forest,yellow_basket,brown_gnome,2,5,bright_forest,red_basket,1,0,0,1,red_gnome,dark_forest,yellow_basket,740,-2,-5,70,0,140,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,s,0.3975,,space,0.5477,,2,brown_gnome,2,3,bright_forest,red_basket,red_gnome,2,4,dark_forest,yellow_basket,3,0,0,1,brown_gnome,bright_forest,red_basket,743,1,0,70,1,141,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,0.4237,,space,0.4354,,1,green_gnomes,1,4,dark_forest,yellow_basket,purple_gnome,1,4,bright_forest,red_basket,4,0,0,1,green_gnomes,dark_forest,yellow_basket,747,0,-4,71,0,142,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,0.39,,space,0.4969,,1,purple_gnome,1,4,bright_forest,red_basket,green_gnomes,1,0,dark_forest,yellow_basket,4,0,0,1,purple_gnome,bright_forest,red_basket,751,1,-1,71,1,143,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,s,0.373,,space,0.3633,,1,green_gnomes,1,1,dark_forest,yellow_basket,purple_gnome,1,5,bright_forest,red_basket,1,0,0,1,green_gnomes,dark_forest,yellow_basket,752,0,0,72,0,144,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.3245,,space,0.979,,1,green_gnomes,1,1,dark_forest,yellow_basket,purple_gnome,1,5,bright_forest,red_basket,5,0,0,1,purple_gnome,bright_forest,red_basket,757,0,-1,72,1,145,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,k,1.1637,,space,0.7631,,2,red_gnome,2,0,dark_forest,yellow_basket,brown_gnome,2,5,bright_forest,red_basket,5,0,0,1,brown_gnome,bright_forest,red_basket,762,2,1,73,0,146,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947434,001,2023-12-13_14h16.51.199,experiment,2023.2.3,MacIntel,60.0024001,628dc77e9de8190389d8b000,6579b85d2a6bec85e2ed9654,6579bcbdfe46364377cf499d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,k,0.8628,,space,0.482,,1,purple_gnome,1,7,bright_forest,red_basket,green_gnomes,1,1,dark_forest,yellow_basket,1,0,0,1,green_gnomes,dark_forest,yellow_basket,763,-1,0,73,1,147,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
