parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9594,,space,3,green_gnome,3,2,bright_forest,red_basket,purple_gnome,3,6,dark_forest,yellow_basket,2,0,0,1,green_gnome,bright_forest,red_basket,48,-2,2,0,4,4,2,1,0.3759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.69,,space,1,yellow_gnome,1,8,dark_forest,yellow_basket,blue_gnome,1,0,bright_forest,red_basket,0,0,0,1,blue_gnome,bright_forest,red_basket,48,1,1,0,5,5,4,1,0.4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8861,,space,2,orange_gnome,2,9,dark_forest,yellow_basket,brown_gnome,2,1,bright_forest,red_basket,45,0,0,1,orange_gnome,dark_forest,yellow_basket,93,-2,1,0,6,6,5,1,0.3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7912,,space,4,pink_gnome,4,1,bright_forest,red_basket,red_gnome,4,8,dark_forest,yellow_basket,1,0,0,1,pink_gnome,bright_forest,red_basket,94,0,1,0,7,7,3,1,0.5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0421,,space,2,brown_gnome,2,1,bright_forest,red_basket,orange_gnome,2,9,dark_forest,yellow_basket,9,0,0,1,orange_gnome,dark_forest,yellow_basket,103,-2,0,1,0,8,1,1,0.3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.2852,,space,4,red_gnome,4,9,dark_forest,yellow_basket,pink_gnome,4,1,bright_forest,red_basket,1,0,0,1,pink_gnome,bright_forest,red_basket,104,1,-1,1,1,9,3,1,0.4518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8268,,space,2,brown_gnome,2,2,bright_forest,red_basket,orange_gnome,2,8,dark_forest,yellow_basket,40,0,0,1,orange_gnome,dark_forest,yellow_basket,144,3,-2,1,2,10,5,1,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6234,,space,2,brown_gnome,2,5,bright_forest,red_basket,orange_gnome,2,6,dark_forest,yellow_basket,5,0,0,1,brown_gnome,bright_forest,red_basket,149,0,0,1,3,11,1,1,0.3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8491,,space,3,purple_gnome,3,6,dark_forest,yellow_basket,green_gnome,3,5,bright_forest,red_basket,25,0,0,1,green_gnome,bright_forest,red_basket,174,-2,-3,1,4,12,6,1,0.3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4762,,space,3,purple_gnome,3,3,dark_forest,yellow_basket,green_gnome,3,3,bright_forest,red_basket,15,0,0,1,green_gnome,bright_forest,red_basket,189,2,1,1,5,13,6,1,0.3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8044,,space,4,pink_gnome,4,5,bright_forest,red_basket,red_gnome,4,4,dark_forest,yellow_basket,5,0,0,1,pink_gnome,bright_forest,red_basket,194,-1,1,1,6,14,3,1,0.5142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6548,,space,2,orange_gnome,2,5,dark_forest,yellow_basket,brown_gnome,2,4,bright_forest,red_basket,25,0,0,1,orange_gnome,dark_forest,yellow_basket,219,-1,0,1,7,15,5,1,0.4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8537,,space,1,yellow_gnome,1,5,dark_forest,yellow_basket,blue_gnome,1,3,bright_forest,red_basket,25,0,0,1,yellow_gnome,dark_forest,yellow_basket,244,3,0,2,0,16,4,1,0.4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8215,,space,2,orange_gnome,2,5,dark_forest,yellow_basket,brown_gnome,2,6,bright_forest,red_basket,25,0,0,1,orange_gnome,dark_forest,yellow_basket,269,0,0,2,1,17,5,1,0.5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.003,,space,3,green_gnome,3,6,bright_forest,red_basket,purple_gnome,3,5,dark_forest,yellow_basket,6,0,0,1,green_gnome,bright_forest,red_basket,275,0,3,2,2,18,2,1,0.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8797,,space,4,red_gnome,4,8,dark_forest,yellow_basket,pink_gnome,4,6,bright_forest,red_basket,8,0,0,1,red_gnome,dark_forest,yellow_basket,283,4,2,2,3,19,3,1,0.3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.866,,space,2,orange_gnome,2,8,dark_forest,yellow_basket,brown_gnome,2,8,bright_forest,red_basket,40,0,0,1,orange_gnome,dark_forest,yellow_basket,323,1,2,2,4,20,5,1,0.5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7833,,space,2,orange_gnome,2,8,dark_forest,yellow_basket,brown_gnome,2,9,bright_forest,red_basket,8,0,0,1,orange_gnome,dark_forest,yellow_basket,331,2,1,2,5,21,1,1,0.3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.2488,,space,4,pink_gnome,4,7,bright_forest,red_basket,red_gnome,4,9,dark_forest,yellow_basket,9,0,0,1,red_gnome,dark_forest,yellow_basket,340,-3,1,2,6,22,3,1,0.5902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.701,,space,1,blue_gnome,1,4,bright_forest,red_basket,yellow_gnome,1,8,dark_forest,yellow_basket,8,0,0,1,yellow_gnome,dark_forest,yellow_basket,348,5,-1,2,7,23,0,1,0.4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7035,,space,1,blue_gnome,1,9,bright_forest,red_basket,yellow_gnome,1,7,dark_forest,yellow_basket,7,0,0,1,yellow_gnome,dark_forest,yellow_basket,355,-1,0,3,0,24,0,1,0.4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7513,,space,4,red_gnome,4,7,dark_forest,yellow_basket,pink_gnome,4,8,bright_forest,red_basket,35,0,0,1,red_gnome,dark_forest,yellow_basket,390,0,3,3,1,25,7,1,0.3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6136,,space,2,orange_gnome,2,8,dark_forest,yellow_basket,brown_gnome,2,8,bright_forest,red_basket,40,0,0,1,orange_gnome,dark_forest,yellow_basket,430,3,-1,3,2,26,5,1,0.3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6427,,space,3,purple_gnome,3,7,dark_forest,yellow_basket,green_gnome,3,7,bright_forest,red_basket,7,0,0,1,green_gnome,bright_forest,red_basket,437,-2,1,3,3,27,2,1,0.6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489783,001,2024-11-19_12h32.25.919,experiment,2023.2.3,Win32,60.60606061,656083eb366411e4a862f58c,673c6e3c1bdcd7f14d4497df,673ccb634b608f088a8fac80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6443,,space,2,brown_gnome,2,5,bright_forest,red_basket,orange_gnome,2,8,dark_forest,yellow_basket,8,0,0,1,orange_gnome,dark_forest,yellow_basket,445,0,-1,3,4,28,1,1,0.3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
