parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_step2_keyresp.rt,p_step2_keyresp.duration,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.213,,space,0.5187,,1,brown_gnome,1,3,dark_forest,yellow_basket,orange_gnome,1,8,bright_forest,red_basket,3,0,0,1,brown_gnome,dark_forest,yellow_basket,468,3,-2,37,0,148,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.03,,space,0.3205,,2,pink_gnome,2,1,dark_forest,yellow_basket,green_gnome,2,7,bright_forest,red_basket,1,0,0,1,pink_gnome,dark_forest,yellow_basket,469,4,-4,37,1,149,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0648,,space,0.0879,,2,pink_gnome,2,3,dark_forest,yellow_basket,green_gnome,2,7,bright_forest,red_basket,3,0,0,1,pink_gnome,dark_forest,yellow_basket,472,1,-1,37,2,150,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2209,,space,0.1824,,4,purple_gnome,4,2,dark_forest,yellow_basket,blue_gnome,4,8,bright_forest,red_basket,2,0,0,1,purple_gnome,dark_forest,yellow_basket,474,-1,-2,37,3,151,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2315,,space,0.3735,,3,red_gnome,3,7,bright_forest,red_basket,yellow_gnome,3,0,dark_forest,yellow_basket,7,0,0,1,red_gnome,bright_forest,red_basket,481,-3,-2,38,0,152,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2128,,space,0.4534,,3,red_gnome,3,4,bright_forest,red_basket,yellow_gnome,3,2,dark_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,red_basket,485,-2,-3,38,1,153,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.171,,space,0.0157,,1,brown_gnome,1,1,dark_forest,yellow_basket,orange_gnome,1,2,bright_forest,red_basket,1,0,0,1,brown_gnome,dark_forest,yellow_basket,486,2,0,38,2,154,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2041,,space,0.1361,,4,purple_gnome,4,1,dark_forest,yellow_basket,blue_gnome,4,4,bright_forest,red_basket,1,0,0,1,purple_gnome,dark_forest,yellow_basket,487,-3,-3,38,3,155,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2404,,space,0.5051,,1,brown_gnome,1,2,dark_forest,yellow_basket,orange_gnome,1,1,bright_forest,red_basket,2,0,0,1,brown_gnome,dark_forest,yellow_basket,489,1,0,39,0,156,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6208,,space,0.3989,,3,yellow_gnome,3,2,dark_forest,yellow_basket,red_gnome,3,2,bright_forest,red_basket,2,0,0,1,red_gnome,bright_forest,red_basket,491,0,-1,39,1,157,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3541,,space,0.3538,,1,orange_gnome,1,2,bright_forest,red_basket,brown_gnome,1,1,dark_forest,yellow_basket,2,0,0,1,orange_gnome,bright_forest,red_basket,493,-2,2,39,2,158,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2206,,space,0.3235,,2,pink_gnome,2,3,dark_forest,yellow_basket,green_gnome,2,0,bright_forest,red_basket,3,0,0,1,pink_gnome,dark_forest,yellow_basket,496,2,2,39,3,159,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.1714,,space,0.1238,,3,red_gnome,3,2,bright_forest,red_basket,yellow_gnome,3,5,dark_forest,yellow_basket,2,0,0,1,red_gnome,bright_forest,red_basket,498,0,2,40,0,160,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2058,,space,0.0699,,1,orange_gnome,1,2,bright_forest,red_basket,brown_gnome,1,7,dark_forest,yellow_basket,2,0,0,1,orange_gnome,bright_forest,red_basket,500,1,2,40,1,161,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3372,,space,1.405,,3,yellow_gnome,3,9,dark_forest,yellow_basket,red_gnome,3,3,bright_forest,red_basket,9,0,0,1,yellow_gnome,dark_forest,yellow_basket,509,1,0,40,2,162,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0403,,space,0.2209,,3,red_gnome,3,4,bright_forest,red_basket,yellow_gnome,3,9,dark_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,red_basket,513,2,-2,40,3,163,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2045,,space,0.0316,,2,pink_gnome,2,7,dark_forest,yellow_basket,green_gnome,2,6,bright_forest,red_basket,7,0,0,1,pink_gnome,dark_forest,yellow_basket,520,2,-1,41,0,164,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3375,,space,0.0397,,2,pink_gnome,2,6,dark_forest,yellow_basket,green_gnome,2,8,bright_forest,red_basket,6,0,0,1,pink_gnome,dark_forest,yellow_basket,526,0,5,41,1,165,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.1374,,space,0.0391,,1,orange_gnome,1,8,bright_forest,red_basket,brown_gnome,1,7,dark_forest,yellow_basket,8,0,0,1,orange_gnome,bright_forest,red_basket,534,-1,-2,41,2,166,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3387,,space,0.3893,,1,brown_gnome,1,5,dark_forest,yellow_basket,orange_gnome,1,7,bright_forest,red_basket,5,0,0,1,brown_gnome,dark_forest,yellow_basket,539,-1,2,41,3,167,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5883,,,,,3,red_gnome,3,6,bright_forest,red_basket,yellow_gnome,3,7,dark_forest,yellow_basket,0,0,1,0,red_gnome,bright_forest,red_basket,539,3,-1,42,0,168,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0369,,space,0.0342,,3,red_gnome,3,9,bright_forest,red_basket,yellow_gnome,3,6,dark_forest,yellow_basket,9,0,0,1,red_gnome,bright_forest,red_basket,548,1,4,42,1,169,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3499,,space,0.1473,,4,blue_gnome,4,8,bright_forest,red_basket,purple_gnome,4,8,dark_forest,yellow_basket,8,0,0,1,blue_gnome,bright_forest,red_basket,556,2,-2,42,2,170,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.1319,,space,0.0657,,1,brown_gnome,1,6,dark_forest,yellow_basket,orange_gnome,1,8,bright_forest,red_basket,6,0,0,1,brown_gnome,dark_forest,yellow_basket,562,1,-1,42,3,171,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840054,001,2024-05-06_18h39.17.888,experiment,2023.2.3,MacIntel,59.52380952,63e51cc097b0f5edcbf788b9,6638ede3ddbc5fcdff14e9cd,6639156ce5194a71e62a98e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.1045,,space,0.0568,,1,brown_gnome,1,5,dark_forest,yellow_basket,orange_gnome,1,9,bright_forest,red_basket,5,0,0,1,brown_gnome,dark_forest,yellow_basket,567,3,0,43,0,172,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
