parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_step2_keyresp.rt,p_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6457,,space,0.3248,,1,brown_gnome,1,4,dark_forest,yellow_basket,orange_gnome,1,3,bright_forest,red_basket,4,0,0,1,brown_gnome,dark_forest,yellow_basket,753,-6,0,38,1,153,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4579,,space,0.2828,,1,brown_gnome,1,4,dark_forest,yellow_basket,orange_gnome,1,3,bright_forest,red_basket,3,0,0,1,orange_gnome,bright_forest,red_basket,756,-1,0,38,2,154,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.3925,,space,0.2928,,2,green_gnome,2,2,bright_forest,red_basket,pink_gnome,2,4,dark_forest,yellow_basket,4,0,0,1,pink_gnome,dark_forest,yellow_basket,760,2,0,38,3,155,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9319,,space,0.1224,,2,pink_gnome,2,4,dark_forest,yellow_basket,green_gnome,2,4,bright_forest,red_basket,4,0,0,1,pink_gnome,dark_forest,yellow_basket,764,-1,-1,39,0,156,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.3688,,space,0.1698,,3,red_gnome,3,3,bright_forest,red_basket,yellow_gnome,3,3,dark_forest,yellow_basket,3,0,0,1,red_gnome,bright_forest,red_basket,767,0,-3,39,1,157,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9998,,space,0.1253,,1,brown_gnome,1,0,dark_forest,yellow_basket,orange_gnome,1,3,bright_forest,red_basket,0,0,0,1,brown_gnome,dark_forest,yellow_basket,767,1,-3,39,2,158,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8108,,space,0.0531,,3,red_gnome,3,4,bright_forest,red_basket,yellow_gnome,3,3,dark_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,red_basket,771,-4,-1,39,3,159,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7757,,space,0.1769,,2,green_gnome,2,0,bright_forest,red_basket,pink_gnome,2,2,dark_forest,yellow_basket,0,0,0,1,green_gnome,bright_forest,red_basket,771,2,-1,40,0,160,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6612,,space,0.2007,,2,pink_gnome,2,1,dark_forest,yellow_basket,green_gnome,2,2,bright_forest,red_basket,1,0,0,1,pink_gnome,dark_forest,yellow_basket,772,3,-1,40,1,161,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8336,,space,0.0989,,1,brown_gnome,1,0,dark_forest,yellow_basket,orange_gnome,1,5,bright_forest,red_basket,5,0,0,1,orange_gnome,bright_forest,red_basket,777,3,-2,40,2,162,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.375,,space,0.2943,,4,blue_gnome,4,8,bright_forest,red_basket,purple_gnome,4,2,dark_forest,yellow_basket,8,0,0,1,blue_gnome,bright_forest,red_basket,785,-2,3,40,3,163,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0393,,space,0.2243,,1,orange_gnome,1,6,bright_forest,red_basket,brown_gnome,1,5,dark_forest,yellow_basket,6,0,0,1,orange_gnome,bright_forest,red_basket,791,-1,-3,41,0,164,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8164,,space,0.3004,,4,purple_gnome,4,2,dark_forest,yellow_basket,blue_gnome,4,5,bright_forest,red_basket,5,0,0,1,blue_gnome,bright_forest,red_basket,796,-1,0,41,1,165,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5749,,space,0.1054,,2,pink_gnome,2,2,dark_forest,yellow_basket,green_gnome,2,4,bright_forest,red_basket,2,0,0,1,pink_gnome,dark_forest,yellow_basket,798,-3,1,41,2,166,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4755,,space,0.1252,,1,brown_gnome,1,3,dark_forest,yellow_basket,orange_gnome,1,1,bright_forest,red_basket,1,0,0,1,orange_gnome,bright_forest,red_basket,799,3,0,41,3,167,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2744,,space,0.0616,,2,green_gnome,2,4,bright_forest,red_basket,pink_gnome,2,3,dark_forest,yellow_basket,4,0,0,1,green_gnome,bright_forest,red_basket,803,0,0,42,0,168,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3642,,space,0.7665,,1,brown_gnome,1,3,dark_forest,yellow_basket,orange_gnome,1,4,bright_forest,red_basket,3,0,0,1,brown_gnome,dark_forest,yellow_basket,806,0,-2,42,1,169,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4581,,space,0.4253,,3,yellow_gnome,3,1,dark_forest,yellow_basket,red_gnome,3,4,bright_forest,red_basket,1,0,0,1,yellow_gnome,dark_forest,yellow_basket,807,4,-2,42,2,170,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5603,,space,0.6366,,1,orange_gnome,1,8,bright_forest,red_basket,brown_gnome,1,1,dark_forest,yellow_basket,1,0,0,1,brown_gnome,dark_forest,yellow_basket,808,-3,3,42,3,171,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3145,,space,0.4577,,1,brown_gnome,1,4,dark_forest,yellow_basket,orange_gnome,1,5,bright_forest,red_basket,4,0,0,1,brown_gnome,dark_forest,yellow_basket,812,1,-2,43,0,172,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7807,,space,0.2411,,3,red_gnome,3,6,bright_forest,red_basket,yellow_gnome,3,2,dark_forest,yellow_basket,2,0,0,1,yellow_gnome,dark_forest,yellow_basket,814,1,2,43,1,173,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8519,,space,0.0537,,1,brown_gnome,1,4,dark_forest,yellow_basket,orange_gnome,1,7,bright_forest,red_basket,7,0,0,1,orange_gnome,bright_forest,red_basket,821,2,1,43,2,174,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9262,,space,0.0929,,4,blue_gnome,4,9,bright_forest,red_basket,purple_gnome,4,5,dark_forest,yellow_basket,9,0,0,1,blue_gnome,bright_forest,red_basket,830,2,1,43,3,175,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8246,,space,0.0547,,3,yellow_gnome,3,6,dark_forest,yellow_basket,red_gnome,3,7,bright_forest,red_basket,7,0,0,1,red_gnome,bright_forest,red_basket,837,-2,3,44,0,176,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8902,,space,0.1079,,2,green_gnome,2,5,bright_forest,red_basket,pink_gnome,2,9,dark_forest,yellow_basket,5,0,0,1,green_gnome,bright_forest,red_basket,842,2,0,44,1,177,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864280,001,2024-05-06_18h34.58.005,experiment,2023.2.3,Win32,58.13953488,62c5ebe612c40c7e32390bf6,6638ede3ddbc5fcdff14e9cd,663913c37545b3c955d9e498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8722,,space,0.2413,,4,purple_gnome,4,9,dark_forest,yellow_basket,blue_gnome,4,7,bright_forest,red_basket,7,0,0,1,blue_gnome,bright_forest,red_basket,849,-3,1,44,2,178,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
