"stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","pl3_instructions_keyresp.keys","pl3_instructions_keyresp.rt","pl3_instructions_keyresp.duration","pl3_task_lickert.response","pl3_task_lickert.rt","pl3_task_keyresp.keys","pl3_task_keyresp.rt","pl3_task_keyresp.duration","pl3_task_confidence_lickert.response","pl3_task_confidence_lickert.rt","pl3_task_stimLeftBg","pl3_task_stimRightBg","pl3_task_stimLeft","pl3_task_stimRight","pl3_loop.thisRepN","pl3_loop.thisTrialN","pl3_loop.thisN","pl3_loop.thisIndex","pl3_loop.ran","pl4_instructions_keyresp.keys","pl4_instructions_keyresp.rt","pl4_instructions_keyresp.duration","pl4_task_lickert.response","pl4_task_lickert.rt","pl4_task_keyresp.keys","pl4_task_keyresp.rt","pl4_task_keyresp.duration","pl4_task_confidence_lickert.response","pl4_task_confidence_lickert.rt","pl4_task_stimLeft","pl4_task_stimRight","pl4_loop.thisRepN","pl4_loop.thisTrialN","pl4_loop.thisN","pl4_loop.thisIndex","pl4_loop.ran","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"k",0.5459,,"space",0.5102,,1,"red_gnome",1,9,"dark_forest","yellow_basket","purple_gnome",1,3,"bright_forest","red_basket",3,0,0,1,"purple_gnome","bright_forest","red_basket",511,-4,-1,61,1,123,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.5541,,"space",0.6222,,1,"purple_gnome",1,1,"bright_forest","red_basket","red_gnome",1,8,"dark_forest","yellow_basket",1,0,0,1,"purple_gnome","bright_forest","red_basket",512,-4,4,62,0,124,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"k",0.5801,,"space",0.7795,,2,"brown_gnomes",2,6,"dark_forest","yellow_basket","green_gnome",2,3,"bright_forest","red_basket",3,0,0,1,"green_gnome","bright_forest","red_basket",515,3,2,62,1,125,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.6913,,"space",0.5858,,1,"red_gnome",1,8,"dark_forest","yellow_basket","purple_gnome",1,6,"bright_forest","red_basket",8,0,0,1,"red_gnome","dark_forest","yellow_basket",523,-2,4,63,0,126,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.6045,,"space",0.567,,1,"red_gnome",1,6,"dark_forest","yellow_basket","purple_gnome",1,4,"bright_forest","red_basket",6,0,0,1,"red_gnome","dark_forest","yellow_basket",529,0,-3,63,1,127,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"k",0.5974,,"space",0.5338,,2,"brown_gnomes",2,3,"dark_forest","yellow_basket","green_gnome",2,4,"bright_forest","red_basket",4,0,0,1,"green_gnome","bright_forest","red_basket",533,1,3,64,0,128,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"s",0.4842,,"space",0.3375,,2,"brown_gnomes",2,6,"dark_forest","yellow_basket","green_gnome",2,5,"bright_forest","red_basket",6,0,0,1,"brown_gnomes","dark_forest","yellow_basket",539,0,2,64,1,129,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.7177,,"space",0.4233,,1,"purple_gnome",1,5,"bright_forest","red_basket","red_gnome",1,8,"dark_forest","yellow_basket",5,0,0,1,"purple_gnome","bright_forest","red_basket",544,2,2,65,0,130,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"s",0.5635,,"",,,2,"brown_gnomes",2,8,"dark_forest","yellow_basket","green_gnome",2,7,"bright_forest","red_basket",0,0,1,0,"brown_gnomes","dark_forest","yellow_basket",544,1,1,65,1,131,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"s",0.7852,,"space",0.7576,,2,"brown_gnomes",2,9,"dark_forest","yellow_basket","green_gnome",2,8,"bright_forest","red_basket",9,0,0,1,"brown_gnomes","dark_forest","yellow_basket",553,3,-1,66,0,132,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"s",0.4326,,"space",0.2771,,2,"brown_gnomes",2,8,"dark_forest","yellow_basket","green_gnome",2,7,"bright_forest","red_basket",8,0,0,1,"brown_gnomes","dark_forest","yellow_basket",561,1,1,66,1,133,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.6846,,"space",0.6524,,1,"purple_gnome",1,8,"bright_forest","red_basket","red_gnome",1,9,"dark_forest","yellow_basket",8,0,0,1,"purple_gnome","bright_forest","red_basket",569,3,-1,67,0,134,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.448,,"space",0.4729,,1,"purple_gnome",1,7,"bright_forest","red_basket","red_gnome",1,8,"dark_forest","yellow_basket",7,0,0,1,"purple_gnome","bright_forest","red_basket",576,-2,0,67,1,135,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"k",1.2866,,"space",0.5913,,1,"red_gnome",1,8,"dark_forest","yellow_basket","purple_gnome",1,5,"bright_forest","red_basket",5,0,0,1,"purple_gnome","bright_forest","red_basket",581,1,-1,68,0,136,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.5874,,"space",0.6082,,1,"purple_gnome",1,6,"bright_forest","red_basket","red_gnome",1,7,"dark_forest","yellow_basket",6,0,0,1,"purple_gnome","bright_forest","red_basket",587,0,-1,68,1,137,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.6891,,"space",0.5717,,1,"purple_gnome",1,6,"bright_forest","red_basket","red_gnome",1,6,"dark_forest","yellow_basket",6,0,0,1,"purple_gnome","bright_forest","red_basket",593,3,-2,69,0,138,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"k",0.9875,,"space",0.7024,,1,"red_gnome",1,4,"dark_forest","yellow_basket","purple_gnome",1,9,"bright_forest","red_basket",9,0,0,1,"purple_gnome","bright_forest","red_basket",602,-1,1,69,1,139,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"k",0.7137,,"space",0.4027,,2,"green_gnome",2,8,"bright_forest","red_basket","brown_gnomes",2,5,"dark_forest","yellow_basket",5,0,0,1,"brown_gnomes","dark_forest","yellow_basket",607,-3,1,70,0,140,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"s",0.5229,,"space",0.4606,,2,"brown_gnomes",2,6,"dark_forest","yellow_basket","green_gnome",2,5,"bright_forest","red_basket",6,0,0,1,"brown_gnomes","dark_forest","yellow_basket",613,-3,-3,70,1,141,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"k",0.6471,,"space",0.5024,,2,"green_gnome",2,2,"bright_forest","red_basket","brown_gnomes",2,3,"dark_forest","yellow_basket",3,0,0,1,"brown_gnomes","dark_forest","yellow_basket",616,2,2,71,0,142,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"s",0.529,,"space",0.3523,,2,"brown_gnomes",2,5,"dark_forest","yellow_basket","green_gnome",2,4,"bright_forest","red_basket",5,0,0,1,"brown_gnomes","dark_forest","yellow_basket",621,-2,3,71,1,143,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"s",0.4827,,"space",0.3269,,2,"brown_gnomes",2,8,"dark_forest","yellow_basket","green_gnome",2,2,"bright_forest","red_basket",8,0,0,1,"brown_gnomes","dark_forest","yellow_basket",629,-1,3,72,0,144,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,"",,,"k",0.594,,"space",0.4161,,2,"green_gnome",2,1,"bright_forest","red_basket","brown_gnomes",2,7,"dark_forest","yellow_basket",7,0,0,1,"brown_gnomes","dark_forest","yellow_basket",636,-2,1,72,1,145,1,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"k",0.6821,,"space",0.6623,,1,"red_gnome",1,8,"dark_forest","yellow_basket","purple_gnome",1,1,"bright_forest","red_basket",1,0,0,1,"purple_gnome","bright_forest","red_basket",637,-3,-1,73,0,146,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",787912,1,"2024-02-09_11h26.17.374","experiment","2023.2.3","Linux x86_64",60.24096386,"6582fdb9dfba3a2532cba7df","65c60a8d4b640670eafe2465","65c60bc46ec79b4d057aa231","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,"",,,"s",0.7018,,"space",0.3628,,1,"red_gnome",1,7,"dark_forest","yellow_basket","purple_gnome",1,2,"bright_forest","red_basket",7,0,0,1,"red_gnome","dark_forest","yellow_basket",644,0,6,73,1,147,0,1,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
